HouseholdID,State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,MonthlyIncome(NGN),BuildingAge(Years),MonthlyBill(NGN),GeneratorFuelCost(NGN),HoursPowerDaily,SolarCapacity(kW),MonthlyConsumption(kWh),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory
HH002926,Sokoto,Residential,Bungalow,NEPA/PHCN,Band B,Prepaid,Yes,None,5,1,6,"NGN190,054",9,4175.0,1264.0,5.1 hrs,1.8,247.7,5.2,2,0,Low
HH002927,Plateau,Residential,Office,Grid,A,No,No,GEN,5,7,11,31193.0,11,4787.0,754.0,7.4,0.0,35.9,7.7,0,3,HEAVY
HH002928,Niger,Government,OFFICE,Solar,B,Yes,No,Generator,1,4,9,35389.0,12,4057.0,6732.0,8.0,0.0,205.6,5.2,1,0,MODERATE
HH002929,Delta,Residential,Warehouse,Both,Band D,No,1,None,5,5,4,429397.0,0,41333.0,11750.0,11.9,2.6,292.8,4.2,2,1,Average
HH002930,Kaduna,Residential,bungalow,Both,Band B,Yes,no,UPS,2,5,7,349647.0,18,21099.0,204.0,14.1,0.0,20.0,6.1,1,2,Low
HH002931,Kaduna,Commercial,Shop,NEPA/PHCN,Band E,No,1,UPS,11,3,7,31932.0,15,11778.0,12615.0,10.8,2.3,481.4,5.9,1,1,VERY HIGH
HH002932,Oyo,Commercial,Duplex,Both,Band B,yes,Yes,None,5,3,10,84439.0,17,1504.0,"₦18,398",-4.4,3.5,87.3,6.5,0,0,MINIMAL
HH002933,Kaduna,Residential,Bungalow,Both,Band C,Yes,N,None,4,1,14,111520.0,15,2857.0,7459.0,0.0,0.0,1117.4,7.2,2,2,Extreme
HH002934,Benue,Residential,Flat,Generator,Band D,Yes,Yes,None,3,3,6,35230.0,7,20867.0,3750.0,16.3,6.7,817.4,4.5,0,1,Medium
HH002935,Anambra,Residential,Office,Both,Band A,Prepaid,no,UPS,5,2,8,111104.0,13,23740.0,150.0,17.3,0.0,61.4,5.8,1,3,Average
HH002936,Kwara,Commercial,Shop,nepa,Band D,Yes,No,Generator,4,4,9,246633.0,0,45102.0,22115.0,13.0,0.0,152.9,7.0,1,1,H
HH002937,Anambra,Residential,Duplex,Generator,Band B,Yes,0,Solar,1,5,9,340006.0,17,35604.0,13718.0,0.0,0.0,86.9,6.1,0,0,low
HH002938,Sokoto,Residential,Flat,NEPA/PHCN,Band C,yes,Yes,solar,5,6,5,20000.0,21,67588.0,12554.0,17.2,0.5,121.6,4.3,2,2,M
HH002939,Kwara,Commercial,Office,Generator,Band C,No,No,UPS,1,5,5,256186.0,7,1000.0,6161.0,14.3,0.0,392.4,8.7,1,1,HEAVY
HH002940,Enugu,Government,Flat,NEPA/PHCN,Band D,no,N,Solar,4,2,10,50341.0,26,"NGN1,000",16033.0,15.9,0.0,137.9,6.4,2,0,HEAVY
HH002941,Kwara,Residential,Flat,NEPA/PHCN,Band C,Yes,No,Generator,6,5,9,24861.0,13yrs,20985.0,18207.0,19.0,0.0kw,66.7,3.0,0,1,AVERAGE
HH002942,Anambra,Residential,Duplex,Generator,Band B,Yes,yes,GEN,2,4,8,329494.0,15,22385.0,3341.0,8.2,0.5,259.1,1.8,1,0,L
HH002943,Niger,Commercial,Warehouse,NEPA/PHCN,B,Yes,No,Generator,5,7,5,"NGN437,114",19,18824.0,22546.0,8.3,0.0,76.9,7.9,3,2,Very High
HH002944,Kwara,Industrial,Flat,Grid,D,0,Y,None,7,2,8,184567.0,14,2886.0,1595.0,14.0,1.3,289.1,6.3,1,0,HEAVY
HH002945,Enugu,Residential,Flat,Both,Band D,Yes,yes,UPS,6,5,12,80235.0,5,,50148.0,8.5,1.0,486.5,7.8,1,2,Extreme
HH002946,Enugu,Residential,Duplex,Solar,Band C,No,No,Generator,3,1,2,848498.0,10,8100.0,4698.0,6.1,0.0,411.8,7.0,3,0,AVERAGE
HH002947,Lagos,Residential,Flat,NEPA/PHCN,A,Yes,Yes,Generator,1,6,13,545348.0,20,6482.0,3950.0,16.9,3.1,396.9,7.0,0,2,VH
HH002948,Kwara,Residential,Duplex,NEPA/PHCN,Band D,no,yes,none,4,4,10,45973.0,0,26210.0,1863.0,3.9,0.5,385.3,5.8,0,1,Low
HH002949,Plateau,Commercial,Duplex,nepa,Band A,Yes,Yes,No Backup,5,6,3,342040.0,12,1330.0,"NGN5,505",15.3,3.7,75.8,10.1,3,0,H
HH002950,Oyo,Residential,Duplex,Generator,Band A,1,Yes,Solar,6,3,8,466502.0,16,36179.0,4857.0,18.4,7.6,185.9,1.7,1,1,Average
HH002951,Rivers,Industrial,Bungalow,NEPA/PHCN,Band D,yes,yes,UPS,1,3,4,102166.0,9,1125.0,9955.0,8.7,4.9,87.4,7.0,2,0,low
HH002952,Abuja,Commercial,Office,NEPA,Band D,No,No,UPS,5,5,6,20000.0,6,15727.0,4553.0,9.2,0.0,20.0,6.5,4,0,high
HH002953,Enugu,Commercial,Flat,Generator,C,yes,Yes,Generator,4,6,13,127910.0,16yrs,13081.0,5156.0,2.1,0.5,265.7,4.6,3,1,VERY HIGH
HH002954,Kano,Residential,bungalow,Generator,Band D,yes,yes,GEN,2,1,8,69497.0,2,4411.0,3161.0,13.7,0.5,496.7,7.1,0,0,LOW
HH002955,Rivers,Commercial,Bungalow,Off-grid,Band D,yes,no,Generator,3,6,8,81551.0,7,1000.0,6800.0,12.7,0.0,462.4,7.9,0,3,H
HH002956,Benue,Residential,Bungalow,NEPA/PHCN,Band B,No,Yes,Solar,5,5,4,82866.0,16,8717.0,"₦11,544",19.3,1.6,406.0,7.6,0,2,M
HH002957,Delta,Government,bungalow,Both,Band D,1,No,solar,2,6,4,154431.0,25,1065800.0,3644.0,6.3,0.0,405.3,6.8,3,2,H
HH002958,Kwara,Agricultural,Bungalow,Grid,Band C,Yes,Yes,None,5,5,8,434136.0,20,38431.0,5531.0,7.8,0.5,249.7,7.1,0,0,LOW
HH002959,Anambra,Residential,Bungalow,NEPA/PHCN,Band B,No,no,Generator,8,7,3,223743.0,25,5571.0,23648.0,9.0,0.0,252.9,10.9,1,0,high
HH002960,Abuja,Residential,Bungalow,generator,Band D,N,Yes,Generator,4,7,10,125935.0,5,11792.0,108.0,5.0,1.5,333.9,4.7,0,4,Average
HH002961,Kano,Residential,Shop,Generator,Band A,Yes,No,Generator,3,3,11,76096.0,23,2496.0,2105.0,9.8,0.0,305.1,4.6,0,1,moderate
HH002962,Rivers,Commercial,Shop,generator,Band D,yes,1,Solar,6,1,7,99591.0,3,1805.0,41158.0,11.9,0.5,622.6 kWh,5.1,1,1,Very High
HH002963,Kwara,Commercial,Duplex,Generator,Band D,Yes,No,Solar,2,1,8,25048.0,21,17838.0,21220.0,12.8,0.0,20.0,4.9,1,0,Low
HH002964,Lagos,Industrial,Office,Mixed,Band B,Yes,no,Solar,5,1,10,110742.0,0,60199.0,7835.0,14.2,0.0,80.2,7.2,1,3,Very High
HH002965,Delta,Industrial,Flat,Both,Band C,Yes,Yes,Generator,6,5,7,48844.0,10,18938.0,14126.0,12.7,0.6,451.5,6.2,0,2,High
HH002966,Abuja,Residential,DUPLEX,Both,Band A,Yes,Yes,Generator,5,5,9,25175.0,21,13633.0,18987.0,19.7,2.5,585.8,8.9,0,1,VH
HH002967,Oyo,Commercial,Bungalow,NEPA,Band A,Prepaid,No,None,5,1,12,132270.0,20,1307.0,9061.0,0.0,0.0,47.4,5.9,4,1,very high
HH002968,Sokoto,Commercial,Shop,Generator,Band A,Yes,No,Generator,4,3,11,265114.0,11,12973.0,725.0,10.1,0.0,127.2,5.9,4,0,Very heavy
HH002969,Lagos,Commercial,Bungalow,NEPA/PHCN,Band B,Yes,Yes,None,3,3,3,123981.0,17,1637.0,5888.0,10.5,6.7,266.8,4.1,1,0,Low
HH002970,Kano,Commercial,Flat,NEPA/PHCN,Band E,No,Yes,Generator,6,2,13,112524.0,10,26983.0,145.0,3.2,0.5,845.8,7.8,0,1,VERY HIGH
HH002971,Benue,Commercial,Bungalow,Generator,Band C,Yes,Y,UPS,5,6,8,35607.0,14,8060.0,51721.0,7.5,1.0,136.3,5.4,0,3,H
HH002972,Abuja,Commercial,Factory,Both,Band A,No,No,Generator,3,1,9,40246.0,11,46157.0,42414.0,14.2,0.0,148.0,7.1,1,0,H
HH002973,Lagos,Commercial,Office,NEPA,B,No,No,Generator,5,4,4,252046.0,8,5041.0,8256.0,15.3,0.0,362.6,8.2,0,0,HIGH
HH002974,Delta,Commercial,Flat,Solar,Band C,Yes,No,Generator,3,4,10,210707.0,1,12697.0,20467.0,7.0,0.0,66.3,5.4,3,2,VERY HIGH
HH002975,Oyo,Industrial,Factory,Generator,Band A,Y,Yes,Solar,3,2,6,111594.0,12,19754.0,41310.0,9.2,8.0,20.0,5.6,2,1,HIGH
HH002976,Lagos,Commercial,Office,nepa,Band D,No,No,UPS,4,7,9,93795.0,28,"₦54,425",15003.0,14.5,0.0,148.9,7.9,2,0,HEAVY
HH002977,Kaduna,Commercial,Shop,NEPA/PHCN,Band C,Yes,Yes,None,3,4,5,"NGN71,125",13,17288.0,7048.0,13.5,2.9,73.5,4.8,0,3,Minimal
HH002978,Oyo,Commercial,Duplex,Both,Band C,no,Yes,None,4,6,8,20000.0,11,6331.0,31995.0,4.3,0.5,1254.1,10.4,2,4,VH
HH002979,Sokoto,Residential,Flat,NEPA/PHCN,Band D,Yes,No,Generator,6,3,4,324700.0,0,13445.0,8164.0,2.8 hrs,0.0,22.7,6.3,1,0,MINIMAL
HH002980,Kano,Residential,Bungalow,NEPA/PHCN,Band A,yes,yes,Solar,5,6,7,71118.0,42,14310.0,3545.0,7.5,4.8,34.5,5.9,3,0,Average
HH002981,Benue,Residential,Flat,Both,D,No,Y,Generator,7,6,6,141626.0,5,22243.0,7512.0,7.8,3.7,338.3,6.9,1,0,MODERATE
HH002982,Delta,Commercial,Factory,NEPA/PHCN,Band B,Yes,No,UPS,5,3,7,223527.0,10,23152.0,4936.0,9.2,0.0,774.1,4.0,2,2,VH
HH002983,Plateau,Commercial,Factory,NEPA/PHCN,Band D,Yes,no,None,5,4,9,287017.0,18,10083.0,25068.0,8.2,0.0,455.7,3.1,2,0,Very High
HH002984,Kwara,Agricultural,Factory,Both,Band E,No,0,None,4,5,5,109701.0,13,35362.0,1826.0,19.0,0.0,62.2,6.4,1,2,L
HH002985,Anambra,Residential,Duplex,Generator,Band B,No,No,Generator,1,1,5,20000.0,6,1000.0,16696.0,5.9,0.0,465.2,3.8,2,0,low
HH002986,Bauchi,Residential,Office,Both,Band D,Yes,Yes,Solar,5,3,7,28127.0,16,10102.0,2679.0,10.8,1.1,130.6,7.0,0,2,Minimal
HH002987,Niger,Residential,Flat,Off-grid,BAND A,Yes,No,solar,3,3,8,83884.0,22yrs,29831.0,10424.0,17.7,0.0,279.0,7.1,1,0,M
HH002988,Niger,Residential,flat,Both,Band E,Yes,No,Generator,4,7,5,20000.0,22,3228.0,5481.0,14.7,0.0,350.5,3.7,4,2,HEAVY
HH002989,Anambra,Industrial,Duplex,Both,Band D,Yes,No,Generator,2,4,8,108492.0,22,1256.0,4288.0,0.7,0.0,105.5,4.7,2,1,Moderate
HH002990,Bauchi,Residential,Office,Generator,Band C,No,No,Generator,2,5,6,121543.0,19,7678.0,46153.0,4.9,0.0,159.6,6.0,1,1,MODERATE
HH002991,Anambra,Commercial,Factory,Both,Band C,Yes,No,Generator,1,1,10,43861.0,11,11500.0,10637.0,11.2,0.0,64.9,6.6,1,1,low
HH002992,Abuja,Commercial,DUPLEX,NEPA/PHCN,Band C,Yes,No,Generator,2,4,8,324038.0,9,14864.0,"NGN8,116",3.4,0.0,177.1,1.9,3,3,Heavy
HH002993,Kano,Commercial,Flat,Both,Band D,No,Yes,Generator,1,2,4,373725.0,2,"NGN1,000",2160.0,17.5,11.6,539.4,3.9,1,1,MODERATE
HH002994,Delta,Government,Flat,NEPA/PHCN,Band A,Yes,No,Solar,3,4,6,142492.0,13,124493.0,990.0,7.7,0.0,92.3,4.0,3,0,MODERATE
HH002995,Oyo,Residential,Flat,NEPA/PHCN,Band E,no,No,None,7,2,8,20000.0,11,44145.0,"NGN4,587",7.1,0.0,20.0,6.0,0,4,L
HH002996,Abuja,Residential,Duplex,Both,Band A,No,No,Generator,1,3,8,103178.0,11,19293.0,12216.0,12.1,0.0,73.2,8.0,2,2,Medium
HH002997,Kano,Government,Office,Both,Band B,Yes,Yes,GEN,7,2,9,167652.0,11,12955.0,8250.0,7.2,1.4,368.0,4.7,2,1,Heavy
HH002998,Kwara,Government,flat,Generator,Band C,Yes,Yes,Generator,1,8,4,20239.0,26,1076.0,"₦4,962",10.5,7.1,503.9,7.7,0,1,MODERATE
HH002999,Kaduna,Residential,Bungalow,Generator,Band B,Yes,No,None,8,4,10,394670.0,13,2078.0,5325.0,9.0,0.0,78.2,6.3,0,2,Medium
HH003000,Niger,Residential,Office,Solar,Band C,Yes,No,Generator,11,5,11,97867.0,17,39442.0,20850.0,11.3,0.0,181.6,6.7,0,0,High
HH003001,Delta,Residential,bungalow,nepa,Band B,Yes,yes,Generator,2,2,6,200586.0,16,8892.0,19377.0,16.9,0.5,571.4,5.2,0,1,MODERATE
HH003002,Anambra,Residential,Bungalow,NEPA/PHCN,Band B,Yes,no,none,5,3,9,59322.0,1,7390.0,919.0,17.1,0.0,781.9,5.0,1,1,Extreme
HH003003,Lagos,Agricultural,Flat,Generator,Band C,Yes,yes,Solar,3,4,9,30540.0,3,28729.0,19755.0,12.1,1.2,84.5,5.1,1,2,MINIMAL
HH003004,Plateau,Commercial,Shop,NEPA/PHCN,Band C,Yes,yes,Generator,5,6,9,412890.0,9,23417.0,18839.0,11.5,0.9,233.2,7.2,2,1,Extreme
HH003005,Delta,Residential,DUPLEX,Generator,Band C,yes,Yes,None,1,5,7,144508.0,9,2445.0,1932.0,9.2,0.9,203.3,10.0,1,3,Minimal
HH003006,Enugu,Government,Flat,Solar,Band D,no,no,None,5,4,6,53613.0,17,36913.0,26321.0,10.6,0.0,499.9,7.7,3,1,Extreme
HH003007,Benue,Commercial,Bungalow,NEPA/PHCN,Band B,Yes,Yes,ups,3,5,9,44466.0,25,5913.0,1537.0,12.0,0.5,654.9,5.1,1,0,high
HH003008,Bauchi,Residential,Bungalow,Solar,Band B,Yes,No,ups,7,3,4,"NGN25,451",0,8020.0,14088.0,10.5,0.0,333.9,4.3,1,1,moderate
HH003009,Kano,Government,Office,solar,Band C,no,Yes,None,8,1,9,23821500.0,5,22326.0,41660.0,9.7,5.4,122.2,4.9,1,0,Moderate
HH003010,Rivers,Industrial,Bungalow,Both,Band A,Yes,No,Generator,1,3,6,51602.0,27,3724.0,6317.0,14.1,0.0,432.2,8.6,1,2,Extreme
HH003011,Kwara,Industrial,Bungalow,nepa,Band A,Yes,Yes,Generator,3,3,3,359785.0,19,22767.0,872.0,11.8,1.1,513.7,11.7,0,1,Heavy
HH003012,Kaduna,Commercial,Shop,Both,Band D,Yes,No,Generator,6,2,7,333378.0,5,-11192.0,1369.0,0.0,0.0,743.5,6.5,1,3,VERY HIGH
HH003013,Kwara,Industrial,Factory,generator,Band C,no,Yes,Generator,4,1,15,20000.0,6,17152.0,32963.0,18.3,0.5,385.5,1.2,1,0,Extreme
HH003014,Delta,Residential,Shop,NEPA/PHCN,Band A,Yes,Yes,Generator,6,3,10,300733.0,11,1217.0,4949.0,5.0,2.0,258.0,9.8,0,0,Average
HH003015,Niger,Commercial,Bungalow,Generator,Band C,no,yes,Generator,2,2,6,89471.0,16,16047.0,10008.0,19.3,3.8,108.8,7.2,3,1,Moderate
HH003016,Bauchi,Agricultural,Bungalow,Both,Band C,Yes,No,Generator,7,5,5,137477.0,7,7166.0,9342.0,15.6,0.0,418.2,3.9,2,1,high
HH003017,Rivers,Residential,Shop,generator,Band B,yes,no,UPS,2,4,4,85632.0,6,26218.0,9665.0,12.2,0.0,162.0,5.5,2,4,Average
HH003018,Enugu,Industrial,Factory,Generator,Band C,No,Yes,Generator,8,5,8,333688.0,3,91987.0,18564.0,4.8,3.9,66.1 kWh,1.8,0,1,Moderate
HH003019,Oyo,Commercial,Shop,NEPA/PHCN,Band B,yes,No,solar,1,6,8,197915.0,21,9775.0,196.0,3.3 hours,0.0,,8.7,0,2,Very heavy
HH003020,Lagos,Residential,Warehouse,Off-grid,Band C,Yes,1,ups,4,4,12,54706.0,3,7973.0,6329.0,12.4,2.7,235.5,9.0,0,0,MINIMAL
HH003021,Rivers,Industrial,Shop,NEPA/PHCN,Band C,Yes,No,None,4,3,12,291114.0,4,18606.0,4820.0,24.0,0.0,176.5,4.6,2,1,Extreme
HH003022,Kano,Residential,Flat,NEPA/PHCN,Band D,Yes,No,Generator,1,2,12,34815.0,4,33721.0,56369.0,8.0,0.0,156.6,5.1,0,0,Average
HH003023,Anambra,Commercial,Duplex,Generator,D,Yes,Y,GEN,10,3,8,141462.0,12,45904.0,6313.0,15.8,0.5,899.1,5.3,0,1,VERY HIGH
HH003024,Enugu,Residential,Office,Solar,Band B,No,No,None,2,2,9,185234.0,12,7563800.0,1489.0,10.5,0.0,496.4,5.9,1,3,HEAVY
HH003025,Lagos,Government,Office,NEPA,Band C,No,No,UPS,2,2,10,546822.0,5,16631.0,15415.0,16.7,0.0,211.9 kWh,7.0,2,0,Heavy
HH003026,Plateau,Residential,Duplex,Generator,Band C,Yes,1,Solar,5,2,11,127223.0,23,2612.0,28108.0,7.7,2.3,66.1,6.8,2,1,moderate
HH003027,Kaduna,Residential,Shop,Solar,Band C,yes,Yes,Generator,4,1,7,20000.0,14,"₦61,136",13682.0,7.8,4.6,422.9,6.6,0,0,LOW
HH003028,Anambra,Residential,Bungalow,NEPA/PHCN,Band D,Yes,No,None,3,5,7,145599.0,7,7746.0,9248.0,6.0,0.0,80.2,6.3,0,2,L
HH003029,Delta,Government,Shop,Both,Band B,Yes,yes,Solar,4,4,5,30906.0,4,44066.0,4948.0,9.9,3.0,24.0,3.1,3,0,low
HH003030,Rivers,Industrial,Bungalow,Generator,Band D,Postpaid,No,Generator,9,3,4,20000.0,21,9754.0,19341.0,7.6 hrs,0.0,113.0,7.7,3,1,HEAVY
HH003031,Niger,Industrial,Flat,NEPA/PHCN,Band B,Yes,No,Generator,3,7,7,311309.0,21,13986.0,8890.0,16.2,0.0,185.6,4.8,2,0,VH
HH003032,Lagos,Commercial,Shop,Grid,Band A,Yes,no,Generator,2,3,6,34537.0,17,30104.0,4617.0,5.1,0.0,113.8,5.8,0,2,Minimal
HH003033,Benue,Commercial,Bungalow,NEPA/PHCN,Band E,Yes,No,ups,6,1,10,97411.0,7,7657.0,5630.0,7.0,0.0,472.7,7.0,0,0,High
HH003034,Abuja,Residential,Flat,Both,Band C,0,No,Solar,4,9,8,68444.0,8,32540.0,23988.0,14.7,0.0,208.9,3.5,2,1,H
HH003035,Benue,Commercial,Bungalow,solar,Band C,Yes,Yes,none,5,5,3,161063.0,7,3271.0,15848.0,20.9,0.5,402.0,5.3,2,1,high
HH003036,Oyo,Residential,bungalow,NEPA/PHCN,C,No,0,Generator,2,2,6,47357.0,9,"NGN24,190",289.0,12.0,0.0,298.3,4.2,0,1,MINIMAL
HH003037,Benue,Agricultural,Shop,NEPA/PHCN,Band D,yes,Yes,No Backup,4,5,10,20000.0,6,37712.0,4703.0,18.3,2.3,20.0,4.4,1,2,MINIMAL
HH003038,Plateau,Industrial,flat,Generator,Band D,0,No,none,2,6,8,166576.0,8,4028.0,1298.0,11.8,0.0,,7.9,0,1,HIGH
HH003039,Oyo,Residential,bungalow,NEPA/PHCN,Band B,Yes,No,None,4,4,5,49913.0,11,8037.0,12573.0,12.8,0.0,100.7,5.5,3,0,MODERATE
HH003040,Enugu,Residential,Factory,nepa,Band B,Yes,Yes,None,3,6,6,50870.0,13,59270.0,1530.0,9.4 hrs,1.5,432.4,9.7,3,1,Heavy
HH003041,Kaduna,Industrial,Bungalow,Generator,Band C,no,No,Generator,2,4,5,87527.0,10,1000.0,33706.0,4.8,0.0,20.0,3.2,2,0,M
HH003042,Enugu,Residential,Duplex,Mixed,Band D,Yes,No,Generator,7,2,11,365856.0,25,6587.0,4221.0,9.4,0.0,513.6,7.5,2,1,Extreme
HH003043,Abuja,Residential,Flat,generator,Band C,Yes,no,Generator,3,6,10,363164.0,15,49944.0,19942.0,16.4,0.0kw,64.9,7.4,0,0,M
HH003044,Kano,Residential,Office,generator,Band A,No,no,none,6,5,7,531740.0,11,9177.0,15908.0,9.9,0.0,240.4,6.7,0,1,HIGH
HH003045,Kaduna,Commercial,Shop,NEPA/PHCN,Band D,yes,No,Solar,3,6,6,33658.0,2,"NGN3,634",5805.0,7.4,0.0,271.2,10.3,1,1,M
HH003046,Benue,Industrial,Duplex,NEPA/PHCN,Band D,Yes,No,None,3,5,8,485802.0,19,25657.0,15969.0,7.7,0.0,734.4,4.8,1,1,EXTREME
HH003047,Niger,Residential,Bungalow,NEPA/PHCN,D,no,Yes,Generator,4,5,8,246055.0,1,1302.0,9725.0,7.3,0.5,1430.2,6.3,1,3,EXTREME
HH003048,Kwara,Residential,Flat,Both,Band C,no,No,Generator,6,7,6,147934.0,12,21956.0,7704.0,-11.2,0.0,464.8,6.1,1,0,H
HH003049,Kano,Commercial,Bungalow,NEPA/PHCN,Band B,Yes,No,Solar,3,5,4,79119.0,25,1966.0,849.0,2.7,0.0,476.4,6.1,1,0,Average
HH003050,Kaduna,Industrial,Factory,NEPA,C,Yes,No,Generator,5,6,15,20000.0,6,41723.0,9081.0,11.0,0.0,75.1,7.9,1,1,VERY HIGH
HH003051,Kaduna,Residential,Office,Solar,Band D,Yes,No,None,2,7,7,70358.0,0,55365.0,15778.0,11.8,0.0,661.7,4.2,1,0,Heavy
HH003052,Abuja,Residential,Factory,Both,Band A,Prepaid,Yes,None,4,5,5,283439.0,4,1624.0,815.0,14.2,2.1,1170.8,5.3,1,3,EXTREME
HH003053,Delta,Government,Bungalow,Solar,Band C,No,Yes,None,4,6,5,20000.0,11,28326.0,2562.0,3.7,0.5,163.0,5.0,0,2,Minimal
HH003054,Benue,Agricultural,OFFICE,Solar,Band A,Yes,No,UPS,6,6,12,394879.0,19,12978.0,₦833,14.8,0.0,517.5,7.8,0,1,VERY HIGH
HH003055,Abuja,Agricultural,Bungalow,NEPA/PHCN,Band B,yes,No,solar,6,2,6,521206.0,3,7322.0,9557.0,10.3,0.0,248.2,11.7,1,1,HIGH
HH003056,Kaduna,Industrial,Duplex,NEPA/PHCN,Band A,no,Yes,Generator,6,4,5,20000.0,0,28387.0,3125.0,14.6,0.5,884.6,9.5,2,2,VERY HIGH
HH003057,Lagos,Residential,Office,Solar,Band B,yes,No,None,2,1,3,212378.0,13,1140.0,7242.0,10.7,0.0,258.2,5.1,2,1,low
HH003058,Kano,Residential,Bungalow,Both,Band C,Yes,Yes,Generator,4,4,6,47325.0,6,"NGN5,255",633.0,5.0,2.1,403.3,6.1,1,1,L
HH003059,Abuja,Residential,Bungalow,NEPA/PHCN,Band B,Yes,Yes,None,8,3,10,20000.0,9,27264.0,13166.0,14.7,2.4,21.1,3.7,2,4,HIGH
HH003060,Delta,Residential,Bungalow,NEPA,Band A,Yes,No,ups,4,5,9,163705.0,9,37054.0,16907.0,10.9,0.0,492.0,6.4,0,1,moderate
HH003061,Bauchi,Agricultural,Office,NEPA,Band C,Yes,Yes,Generator,5,2,6,30860.0,14,"₦13,824",18417.0,12.3,3.2,454.9,6.3,2,0,moderate
HH003062,Rivers,Industrial,bungalow,NEPA/PHCN,Band D,Yes,Yes,GEN,5,7,5,97749.0,0,4092.0,4741.0,19.7 hrs,0.5,2063.8,7.4,0,0,Very heavy
HH003063,Enugu,Industrial,Office,Both,Band A,Yes,Yes,Generator,2,4,8,563890.0,5,1000.0,1248.0,10.6,1.0,262.0,7.5,0,0,moderate
HH003064,Kaduna,Residential,Office,Generator,A,Yes,0,none,1,12,5,,12,25690.0,23839.0,9.5,0.0,249.5,8.0,1,1,HIGH
HH003065,Benue,Government,Duplex,NEPA/PHCN,Band D,No,Yes,Generator,3,4,9,20000.0,17,15366.0,7323.0,11.7,2.6,156.3,3.4,1,1,Minimal
HH003066,Kwara,Industrial,Bungalow,NEPA,Band C,Yes,no,Generator,5,3,11,195277.0,0,8510.0,2669.0,8.1,0.0,160.9,6.5,3,0,very high
HH003067,Rivers,Residential,Bungalow,Mixed,Band C,Yes,yes,None,4,4,6,250175.0,9,6317.0,2928.0,13.9,0.8,108.1,5.9,2,0,LOW
HH003068,Oyo,Government,bungalow,Both,Band C,0,no,generator,5,6,5,49100.0,16,13450.0,1129.0,7.8,0.0,50.7,4.0,1,1,Low
HH003069,Niger,Residential,Bungalow,solar,Band B,No,No,Generator,5,4,7,552683.0,12,8940.0,3216.0,12.0,0.0,24.5,5.8,0,0,low
HH003070,Niger,Residential,Mansion,Both,Band A,Yes,Yes,none,4,6,15,20000.0,13,1063.0,11726.0,4.7,2.9,634.1,5.6,2,0,Very heavy
HH003071,Sokoto,Commercial,Bungalow,Both,Band A,1,yes,Generator,1,1,10,20000.0,20,8055.0,43920.0,12.9,4.6,37.3,6.9,2,0,H
HH003072,Sokoto,Commercial,Office,Solar,Band B,Yes,No,generator,2,4,4,75505.0,9,19529.0,10426.0,9.3,0.0,755.6 kWh,2.0,1,1,high
HH003073,Anambra,Residential,flat,NEPA/PHCN,Band D,Yes,No,solar,8,5,11,112742.0,15,14983.0,12631.0,6.5,0.0,90.3,4.8,0,1,Moderate
HH003074,Delta,Residential,Flat,NEPA/PHCN,Band B,Yes,No,None,6,4,6,70881.0,8,11518.0,9121.0,9.5,0.0,20.0,1.7,1,2,MINIMAL
HH003075,Kwara,Agricultural,Factory,Generator,Band D,yes,Yes,solar,8,5,6,34960.0,31,1646.0,2170.0,14.0,1.5,23.6,8.1,0,0,Minimal
HH003076,Bauchi,Commercial,Flat,Both,Band C,N,No,Generator,1,5,10,64317.0,13,6117.0,9715.0,7.6,0.0,174.7,1.3,3,0,HEAVY
HH003077,Bauchi,Industrial,Duplex,Solar,Band D,Yes,N,ups,1,5,7,360009.0,4,57094.0,4940.0,11.7,0.0,112.1,5.2,0,2,moderate
HH003078,Anambra,Residential,Duplex,Both,Band C,Yes,no,Solar,5,3,2,246929.0,10,2571.0,26349.0,7.0,0.0,632.4,7.6,1,0,HEAVY
HH003079,Delta,Residential,Shop,NEPA/PHCN,Band C,Yes,No,Generator,6,2,7,54091.0,0,7788.0,8025.0,5.7,0.0,1089.3,7.6,2,0,Very High
HH003080,Benue,Residential,Duplex,Generator,Band B,No,N,Generator,4,4,6,239079.0,12,4818.0,10925.0,4.4,0.0,119.4,6.7,1,1,Low
HH003081,Lagos,Residential,Duplex,Generator,Band C,1,Yes,UPS,6,2,9,187763.0,0,1000.0,39759.0,10.8,0.5,876.3,5.9,0,1,Very High
HH003082,Benue,Residential,Mansion,NEPA/PHCN,Band A,Yes,No,Generator,3,1,6,299126.0,26,6633.0,1021.0,10.5,0.0,35.9,7.3,0,1,LOW
HH003083,Enugu,Residential,Duplex,solar,Band C,Yes,No,Generator,6,6,7,136045.0,0,"NGN29,993",7175.0,18.6,0.0,,5.8,0,1,HIGH
HH003084,Rivers,Commercial,Flat,Both,Band C,Yes,No,Solar,3,4,10,342067.0,14,72409.0,3386.0,1.1,0.0,431.5,4.5,0,1,HEAVY
HH003085,Kano,Residential,Mansion,NEPA/PHCN,Band D,Yes,no,Generator,7,3,6,22846.0,0,"₦11,033",10750.0,9.9,0.0,87.3,5.6,3,0,Average
HH003086,Bauchi,Industrial,Flat,Both,Band C,Yes,yes,generator,4,2,12,324207.0,8,7186.0,15371.0,10.4,0.5,213.7,6.6,2,2,Very heavy
